borrower_id,loans,total_outstanding,max_days_past_due,last_report
d320ccd491ada48fde7ff0d5e0130db5a6b8ca80e7427a493242a1d8776f4962,1,401740.196,41,2025-07-08
600f72e0a14ff7e7437daa64fee5b16a25dbeedb1865f3815c7d71dbadaef1d2,3,401677.507,74,2025-07-08
6e2d22c09821a670a778be44e1392a75b6cd559200cbee377bb946f3cf81aa97,1,400694.921,85,2025-07-08
7196c844a1c0a6e833f77b4bec75dda3835c3843c66fb2aaacc6b18b7ab81bf1,1,400239.983,78,2025-07-08
3969ea8c1fa011b70439a1fd32375f5ea31106001560c9c8d8ab8ae43a7c6fec,2,400217.532,32,2025-05-27
bc9a6040e8114f4a5de4e14e50a722b3f368781b9042098867966fd5daa90c7e,3,399560.942,37,2025-07-08
3e1ed6acd4febf3c61721bb03a6e9f9475db099bba1b60df2f30d539ff00ea46,2,399105.245,80,2025-07-08
9b9d10cbdedc94c60071164562f5e1a631b167af27769f809e40ba6ea2fb39ab,11,398787.686,96,2025-07-08
fcf4da47a71d3a4089bb1a06c5ff92ff660bfcec1d3e5edf595016700709becb,6,398680.403,87,2025-07-08
bd8e1ca7c7f4c9db11b01f641d829aa37fc68eb6f0c40e5ca724b78a8475f803,15,398496.043,88,2025-07-08
3cd4ce4cc7a406b3b4fc80ac0ca15517d0c153eb321a6037cae0f4703b6dadb4,4,398077.24,36,2025-07-08
0ed4c6cf7cc5f004cc5be8ba92879090d97192cd14711e7fe53ca1ba827ae316,2,398038.938,78,2025-07-08
5813150e7d69d1d858ca53da0cd60b8288ceb1305095f3460a3eba932ba5c822,4,397821.64400000003,73,2025-07-08
bd8e75923e7520505176ae3c914b0a434fbdd9e2903cd46171d0250ac1f64aba,2,397663.99199999997,35,2025-07-08
d791d9429b004515f36053e608e6c281c21d436fb5e75d334c162a1a495ec18b,2,397303.412,82,2025-07-08
d636e10e82c89eed2f28fc24397fedc62cc3a74571ce122cb951354c84094b39,2,397237.995,97,2025-07-08
f8565adcfd19ea941625551702d4f2e2d020090c01b509506b327459ef8e174f,3,396688.11600000004,67,2025-07-08
03b49f2d2e48d9c7c27a3a47f8a13f5525532bc1c027d61d84514ec8dde66ad7,2,396506.286,97,2025-07-08
b4b2299d780b1cc8cbf0634821a2f43999f85fd3adbdcad224339552b4f2fcb7,1,395953.95399999997,97,2025-07-08
19ae45d11c09d2ed0d894e123e879dcc9c8577496681c3651c723833a73f6f04,1,395737.584,82,2025-07-08
c8d6951ac1b6027ddb96f80fbc649b2f855c4b30822392fab964f5f50cea8fd6,1,395292.249,67,2025-07-08
3c4001094b2e8cb23aca4e5b8f492d7066f1358d03bc7ea8a690be0ecf61b517,5,395276.585,43,2025-07-08
8712220e4f55943f9ce7e3630471ccac8b655c936fbd5b2e2b66a3d3ebc0d25f,1,395141.527,41,2025-07-08
9e4ae4409e97153cf8c6f2c824a4db9df302ec91805fbe8a8be84cf6fc6940ad,2,395119.736,77,2025-07-08
2dab69f73852563fcaadd152692b9ed4cf5edb2cc906c5f8569640c980990ad8,19,394819.271,98,2025-07-08
5edf182396eb74615a531431c41d2783ac38f2c0d23f4a518cc57459125cf028,2,394653.545,36,2025-07-08
814a48e1e9ea793f13316dadea0ab5c57d7bab70a5193f8a47e3e502eec20418,1,394646.12,35,2025-07-08
b256d13d33c7e7d8ad4095ef55b9794e4c293c37c1957ff63403c0445b5cc561,1,394195.945,35,2025-07-08
9ee31b452cdea7e5b8bab28c0af0b9a915a0352acd28b9e5a3060e234715cfeb,3,394168.918,76,2025-07-08
b8c60c953632061b1eb826abb9508248fdd10f683093b5b52ee48aa38fe26ee8,1,394053.594,81,2025-07-08
3f57b6dee1d979532886df5f022a9ca539ac3e65186427d84bfdf5c69f492228,1,393884.744,78,2025-07-08
ac24dfdc98320c8d975b19f425cb07edde122433f5c6ea9f214333fb3af03325,1,393817.16000000003,29,2025-07-08
dcb6b8b681b4ae2c4d33ea349f9d12056cce352f8f0e2fbce845f83ef492f121,2,393792.08,28,2025-07-08
c87012fdefe4610b6c4169661e5e0f7a3586a2576ed8d22b0c0e17e4d872d7e7,1,393748.96,29,2025-07-08
da21b4c271d9f1658f6d98a8c06960f2f9cf0de32d34d4ec0d180314a5dcc487,1,393665.162,70,2025-07-08
311bc32fe905cb2b116bc6ce35313c74370222204288776f509a88e83aca069e,1,392268.206,45,2025-07-08
4194621376bb840118a6ab15c8696d5dc52f12ccaf97d098eb57ecdf9a5ed946,2,392011.873,98,2025-07-08
445e2c874db90d8390cfded325d7ca48c30ab8ebf3f3404e17ff2f407f7beaa1,7,390984.77,96,2025-07-08
23faf4f031087d36ccbe8c03c9c6f531b139d2428a2278a6601f3a4c2b91471d,3,390777.002,40,2025-07-08
93e39c619b939467260b354157f71368139fe0adc6b0aa8d98b33e60a3220a52,2,390554.032,48,2025-07-08
0f90e821c20ad3c69db8811a3982b5805ea04ce5930822ceff6be4285a35386c,3,390504.202,97,2025-07-08
2ee59b7f9d02c4bfe0c5930ef05438a282d4e58844fe51d1fb74dd7de32bdbc2,1,389783.31700000004,92,2025-07-08
3d21a579fe5d98e36323c90491f120c019187b35950885a3319859e7587afd9b,5,388228.368,46,2025-07-08
77b1fb20f47f7c60f01521abfb98ad9300fc06863ca7260d38582ccbae765091,1,388019.23600000003,33,2025-07-08
c9c4d5882f64586ae652289f0bd1d8839e5c2059812d62cabf35cf757b5bd24b,1,387789.017,85,2025-07-08
92470295a2901b5ee4fa9ecab7603f87ef6c5964886a28d6e1dd8cfb748dfe18,2,387581.942,97,2025-07-08
27175e8d646aebaa9a8b7323b932d70261839ef0744ef7a0f2c85318a5a7cd69,1,387129.886,34,2025-07-08
cd80bfcfaed919bf3614e1d13ef953c97d92470d9872460ad60636366a9d7868,4,386383.05199999997,92,2025-07-08
fcd88bd147e6ffa15e65e848e4afa3dcf600340b042fe4dc52ffdd9a9d8b5635,1,386072.27999999997,82,2025-07-08
34b18362a7a0cc9a8ff36fa702a3e32c9af95aeb7b296f170c0d2fe088c48732,3,385961.95,78,2025-07-08
422c2cc1013ee8ef21d8b7cd11765d2688aa6eeff6b6b43848bf09347fb2cd42,1,385696.608,51,2025-07-08
86acbeec582403baa9a481d952ccc73c9960a5ced42c80789232a89a4592ba6f,4,385385.385,96,2025-07-08
e8dce7c778cc48c38374f84f936c349219532c748cdb1823bea54158f2cf9da0,5,385177.76,56,2025-07-08
f5483c3cdafe7f41ce567dce6eec718b181866dcb420945803c4b1d415099d9a,1,384329.13200000004,82,2025-07-08
a03ecf1c966581faac7d21746685bf768d2498b67fbba7b016b93d27a96b1c45,1,383663.72,34,2025-07-08
795b1d41aba947934a178bb142157f33ae3ee69ad7a9327929a02fd450db2c48,1,383454.357,56,2025-07-08
35d5f62f5c1cd6ee99bd01a7e47af55e503f4dff65b43a3705f6b73358e45d9e,1,383240.088,34,2025-07-08
b7dbd5b460a2d2160848af88652cb3161952022c6ec297d438f815947dd65619,7,383166.03599999996,47,2025-07-08
4f59c444654a3e16635e933b598e2bbd581fcfd0996d5e12e37100eb6c7b40bb,1,382694.30100000004,83,2025-07-08
5211860b8920b6f97e433c623f1ffe272cddf199c519bec88c15ffed6a58dbc0,1,382108.98,29,2025-07-08
1953617c2ecda8f5e8d1e5ee2bcca8b397f7b65959304656f0092678bb541be6,3,381976.881,26,2025-07-08
07cd86a24237d1d58f217ddb8df05197f180f92494be0611a0476d7323cb5d00,1,381838.886,88,2025-07-08
4b456a8abde24784ddd07f5e4218db1b9b8853165185dc243308613f60d5d49e,1,381642.624,75,2025-07-08
14346e1f5778d76bb76a783baaec50eaa5e5322d72c5137b448180f02a007e4a,1,381626.96,43,2025-07-08
caf1a227e4163cd7f354c11cd22e1091392b5aaa928c86cd5304420ac565a27e,1,381296.553,29,2025-07-08
0b764e4eb8e9b314dc7fdc9df28567aca5cb3080dab67d2dffa9b6f2ec51c810,1,380744.14400000003,49,2025-07-08
279573f8a53847311d4d52963ec154ad433e7a7a191b0e08e9147620bc69c5ed,1,380661.16000000003,28,2025-07-08
ee93fa54891ba74d1d527876cb51b524fc7f326cd36b1d4799b30a1ca84f0f63,2,380607.21599999996,36,2025-07-08
c2b5be01934583f34d51c8037ec2d853f3f020ef3a48cc255156388169419a25,1,380577.736,60,2025-07-08
ddde20d0342704b9f4cc3463165700b1e4ec116a8242b55f694988d3400d4373,1,380506.511,69,2025-07-08
022c46afa1eb83dec39069a928bf0bcf013cdc89d8f65789c683176cf8a8d211,1,380407.841,50,2025-07-08
784a3fb54d423475453d09813019be94cfdafa60c6132cdc39de23418050328c,2,380397.97400000005,44,2025-07-08
d915ceeda6c675fba389a9e8a715139f0aa4e3a27bebef9fcc7f38a7fd89d08a,1,380364.281,43,2025-07-08
97b80076964fb9261aa69795c5cb345206705e5893f73c97b04209952cd0ffb3,1,379916.735,33,2025-07-08
645df83c03aef1dae54e15c4162007e07ba8c5b3ef9d066d599faeb165b0b765,1,379910.487,62,2025-07-08
76dccbf15ba02f5815dd6b31f07195a205f07516eadbbbf9e394472d89fee547,1,379769.302,67,2025-07-08
f8b2db783c813c8b59731600fc34568208f26d3b99b12c06536449f329c64e31,1,379721.034,50,2025-07-08
2899c70549f27e826897fce7802187aba74720627f67589aaecf51f7410ddd01,2,379457.705,78,2025-07-08
973420f4be02a41409a03936a5fc60438f54d2fcc5a7b0ab95f76fcc6edceb3b,1,379362.82999999996,87,2025-07-08
a8c6d30c7466820b2b0abb3935d23d228cff097b75294e7a9a798f36333fbaff,3,379277.49199999997,78,2025-07-08
c41d05286ce4382beec0e2a4bd48873b6ad2e13c83778ecce1e870bec9ecc8dc,8,379269.638,95,2025-07-08
4d10251a83b5fa4e0fac779498d7d5346075095740d13762594590b125fe1315,1,379247.968,34,2025-07-08
105860355f18729a1f659431845c20c52c5f3644751bb9dd5bb5c5bab180244e,7,379064.565,78,2025-07-08
b3aee485af66a9453e2a91cb2931502270e790f52842ae7868520b20c019d3bc,7,379011.028,68,2025-07-08
7a2bd62eac36988dbb45499c21c2ca8f5130a46dce9bffc6c16bc59ceb0568d6,3,378749.558,69,2025-07-08
21ed4ef5169176ec3856c9720e24b0e4b8a625296b56cf587048e36172d89b2d,1,378348.102,49,2025-07-08
94348d49422eacc729b93c3e63fe9c9c50904d5727679fca944193f34864d2cb,2,378209.7,33,2025-07-08
46391e56f2c3d3a69c8a945e10102ef63025bbdeccf21f83dbfd81e2f8d91084,1,378114.429,68,2025-07-08
fbae62ebe22b9ef2a1e17c03317bba0811ef732329ec8fe26b61932f4534f888,3,378009.819,88,2025-07-08
b120e75617cb92a37c4706a506934e45e371ca54ca21756d514a7c8ef9cdf7cf,2,377814.756,53,2025-07-08
037c9329bab79b2d57a874a710671afd37c426af8ac0acdc28087e11266e007a,1,377522.86,28,2025-07-08
f298e0c39f6fa4bae8c607ae269f9741c397db088208990351c3f72d7a24ca08,1,377452.251,44,2025-07-08
b2feef3c4399f6bba84390733f85fd3dcf639c13e5e28f458096431f3b050bf3,8,377184.401,52,2025-07-08
9c1a187412194be9a79bb3ab107173e2fe7f90a0701cc89146ba54a14c17e7d6,2,376802.712,78,2025-07-08
b9ff00618562e559e5cecb0280085312ea57cc25df9462f7d7247ec0741a42ee,1,376616.328,48,2025-07-08
e82f18fb39b86cc0076df5cd7827dfd2375ac83bada4ca34ef0ec06dd7fa306c,7,376545.84,94,2025-07-08
b3b7a18e3952106abb6058ad72361a51cce26cbd6a03679386f808b665a34272,2,375880.076,97,2025-07-08
267d43d8fa77292d1c7531531641fdcddc2ec6d30af5670e146c425c1959bcc7,1,375724.47,42,2025-07-08
ac7e9c917d86298bea74012b0b69d3e3af29d62dc9e41ac4382d9764afbff622,1,375667.039,97,2025-07-08
cddb4b3d5c10d43aa23027aa4ff5f9a0c1d2bf87e2ceae250a6fc5c572fe1b3f,5,375376.232,25,2025-07-08
1e44ed72e51f2987ac78fd085365f51d6058be4fb14410bdcd9779597a100f61,4,374391.952,77,2025-07-08
8f9cb151c05bc3571b0a4f28441eebb0a1fc388f4c955ecb41c4102d56022f64,8,374219.747,87,2025-07-08
fb9e86584cd9a1aec85a2d9f78ee8f7172bbf07f3eaa21f88fe82caef47467d1,1,374162.668,76,2025-07-08
b8166a9e671aed4875e71dfa5db63bebeffe930b5605d39c24ff58e00aaa3e9f,1,373983.621,97,2025-07-08
32ffdaef29968aefbc4ed83c05fd8e2c10e76dbaf357d803dc1cf403bb65c0fa,39,373851.665,98,2025-07-08
4c733b22b8ec0d039b70bb55a329804b04a04eaca7d8d03933f0d9a1ba8e6b67,3,373757.912,28,2025-07-08
7c7b339cddf1b066f2ce7304adc517fc069d9343969c3a1da9c8ef45005a2b3e,3,373630.433,97,2025-07-08
98c18ef1874aeecd36e8adc1114fb2a25f24fadf15dd6454318e165ac8bea564,1,373427.56,66,2025-07-08
d922a0e5087e5f4f4842cfd00b0fcc0953cd8d352a43396722e1e530466320ea,1,373288.96,42,2025-07-08
106b5ffc6e51134e9ad79e602c5edffe5cfdc45397ccf5bc010cac20f28e7a47,2,373276.651,63,2025-07-08
49fb3818a367e2900a515f1307817ebe1872cbe9ef133876143a2399ead245df,1,373229.01,46,2025-07-08
6c7a9ad3ab9c1aaf9cc87c4fea1251816716c3766d76a11936b4918556c00548,4,373183.36,36,2025-07-08
846befd93f1503d5dbb4b8534fe11e7e6d9d6be2fce0e572054f60106cbfea58,1,373092.434,43,2025-07-08
9c95674bfddc835957ea1783b6652166861bfa5ae35996e32e5a6c05a7f6cee3,5,373000.98,69,2025-07-08
3db4a397e3d4bf84de01fd44bc3c9eb9c6b4c631132e130417922d01ac6e9142,1,372953.592,42,2025-07-08
e297dfc39c1f899a341a730b3aee6c4eee18ffd023c19a6647b5fb181011f939,1,372870.02499999997,65,2025-07-08
753e7196d115f85f2f2188b7ed3076ec09579aff45eac823f87529f65d5d979e,1,372861.39,33,2025-07-08
d7fc1069afabc893ddc442d108272f623b7ffa3580789636ad7eb37378ca49b4,1,372718.72000000003,42,2025-07-08
4ff88f674912f40d53ce11370fa6e34cc788e47c03cc247b48414a2e0c4e6952,1,372681.32,33,2025-07-08
bc0798b9dfa2ff83ef8378b831853f8145d25e059b1c64a0efb7dbf19c7ed300,2,372625.132,75,2025-07-08
86110c384a55896104cc98d7d861200ef7a5808bd00176c2603eea4f8ea8c5a5,3,372124.412,28,2025-07-08
52fbbc883313c7cdd1c5c7ae1a5601eb9f3128c1f2ce4f4ab242e466e4d51283,2,371790.298,48,2025-07-08
d72c290bdb4259cd3e9203cf4c9c43953657eb0e2f5ee607a8c58fc09872a506,1,371674.16000000003,34,2025-07-08
accbfc0e02e7b8521b0b4b275b66652c1d8c84f4b2ae419301fa49cf63d060be,4,370873.36,43,2025-07-08
e03b843fdbe97c3f41889ba3dcebb643f193b77d837845d8860c69ce73d47798,2,370715.301,59,2025-07-08
90221b5b4ed06089640b876a7e09e3c650d523984e9e18df1a174c48cba16724,2,370240.99199999997,24,2025-07-08
34aade692d8b1a107d101433729eb2318e47524c9346e8929f827728775fd4f4,1,369978.29,63,2025-07-08
38ef889abc334ef33b91a01e57c8a6f7cd703b19d8099de764a4b39d1eff4071,31,369915.656,52,2025-07-08
93ac6a7b5a065edc9d6122922e08c00460dceb60ba7731c053c441bfd3d99e21,1,369845.355,46,2025-07-08
f797869586014f861ae52273f771f5e4e7a2dbf6c356e6bea537ef8643057060,1,369834.025,64,2025-07-08
ed50da8b98e488ad84cf0a69be2cadfb5f088124585613eae105e048c1daf4ab,1,369474.24799999996,42,2025-07-08
1675ee45681cf9c4fae029db445ae61576c91dcb6dc932f45a8f8b86339bc74e,1,368642.648,35,2025-07-08
3832790c9812205da3e677018c40edd7563cf7b01651bcc3419add5af5e1c1b8,1,368453.8,39,2025-07-08
e4284fc36a51ac955cfd0ee9dad392ffe2fd2a03c8d2f7c6443e618572373efe,1,368282.277,58,2025-07-08
127118e3b538257d2d1b8b69fb04078d56f49b5decc56332b30466db0f58c7db,1,368100.04,27,2025-07-08
3e3b22868543f4067e63c0b2d7ca85f0b031b72023bf8f9cd984888109588263,1,367572.777,41,2025-07-08
1316fca4f967094179b638fb5accda3723078fa75f9ed4f10844f61e38df8c44,1,367378.836,84,2025-07-08
a8e34cc8ddf545d14965bc057931db59973a2fb95284dbaddb27f9773b210964,1,367193.684,66,2025-07-08
a81e45d00acc53be173e027b47c7e489fb7c78f9794478f6fe3c9065cb595abd,1,366997.664,27,2025-07-08
2230d97ecbf3180d1c72b672a1642491bb8171cd68974fe279797ba9dc089b57,1,366750.175,27,2025-07-08
235efa898220d36b6d5ae324b055e07c0ed3c8809d5f2c9c260e12652de75631,3,366528.745,74,2025-07-08
93822af9b8117b9fc49c747952b75045630877e4ef46b0d5513e44ab0012b978,1,366524.29,27,2025-07-08
05d15ea0ea112369b33a1cc1771f9d1708da7dd5450acae9a13f4bd391219da4,1,366286.91,44,2025-07-08
26e7808404529d329be8d7a52a896aa65d870c8cdecbff7afe382810b75fc399,1,365887.335,27,2025-07-08
744b87203bf2532647ded7bafb8dc37130f4d8b622784b27743214bd3ad8ba6d,1,365412.43200000003,39,2025-07-08
7a92ec4e57c49a145e2c345d20c706f9847d82f6a587cd5b17bee98998875ed4,2,365359.434,98,2025-07-08
6978625d65f640613483047d4639556bb54e17d1bf8788d33626733d0fbb0ee3,5,364753.752,50,2025-07-08
06070b3023c229fe09be27b1f77d65deedaa56d669dfb2cc5d0fae774af7c704,1,364668.095,86,2025-07-08
edf6b19cb64f8d7d9aa8d90fac496f682704670a7c1dff886ec37473ddf823e9,16,364552.342,98,2025-07-08
915aa09e99fc56b208266c01d9dbe235ccff7ca83ffb25db2e3b4d0f70f3fb4d,1,364477.42100000003,76,2025-07-08
5882cd7a3dd923dfa91a3d8bcf4f358d8aa21676403805661ef489554a00ec2f,2,364184.96400000004,22,2025-07-08
2ecd7ab96531e1e5d3b186eb20c22f93ce3eaeef1332c13b546dd866db47d17a,2,363635.44800000003,67,2025-07-08
fa84472b5900b369b948fb0f90b0a84b7ebb90994069d8e865b8993acde65b48,1,363165.968,41,2025-07-08
2636a4d20ee56d267aef6329c11c78896ae0be20f7d532fcbcf746be3b1b97bf,2,361520.665,63,2025-07-08
562966d961822eba5976ab3237f7929024ed082e83c388cfa48da0e776e30740,2,361397.234,57,2025-07-08
f085a115a7795562753848bdcf6e7a02b344032a28885e355469cc3c787ed2b3,37,361319.717,83,2025-07-08
23fa6a72bf661d9f8b59303daf8d83260cd9d9f8450e30268ebdde917ac764e5,2,360909.252,70,2025-07-08
d483ff94b932654f22963a5ff2373eb938fe3387b6ee10818bae14c245c3eec6,3,360576.12799999997,78,2025-07-08
028218a940e946c7d4ba59f85062f4272de74c8f8b27094bd4a29b18ec91d24b,2,360164.55199999997,72,2025-07-08
5c95c4f575b001716ab1989ecaddc8f989fd7f758810ce1c3fddc8771e489bf5,2,359524.858,97,2025-07-08
d3b8d977f78b33a8db6e06e50a80a94e1ee13a36184fa6763a2fe5d8dd88f553,1,359513.0,57,2025-07-08
456ee6d1464594f09461af46d9b2caf6832f3286cbe5cd4fc7857e9757ee9d76,3,359377.546,93,2025-07-08
1ba9ff3b11970c11488ce5f0199f2f5d5b99010e6b246e88930043d28c36f106,1,359240.112,46,2025-07-08
aaf939624bb68675a0faf40fcb1ee15f0ab38e729b2571d51d7b519ab988e9c5,1,358770.115,93,2025-07-08
ee4fa08850f555417ac941002bc099edf6810797543dd349e038da87e41b1da6,1,358748.72000000003,46,2025-07-08
ae84f36c09aa992ed98c4f646270871a0d4ad67209c7283f91ca1751c3249390,3,358473.445,97,2025-07-08
4feab8980d8bbfb75b512a6a194ef39c4fbdce1bf97aff7f3fffdb7dd7d5bbb8,2,358282.122,43,2025-07-08
267a7b2c9fa1aba29e74a587717fde2a2ec0d4dbdc3111dc9f217c647383c319,3,358207.157,95,2025-07-08
917a9d151c939c24b91eb26ed03240db6e36c697e4662f4150c6ab4d31c567a8,1,358051.496,46,2025-07-08
c763b76afa38058b77afd51cbc5732077fd06abe95694259a3e859a83a118434,1,358050.176,46,2025-06-23
0f6a02445f5b06a4774c5e38007a1fc37967c0d036eb6923e495242054d62c60,1,357413.441,46,2025-07-08
4c9a43d237a0fadc73b52f36b7210532a6577f7d79f00395cc6b7e8fc89785cc,3,357331.931,68,2025-07-08
d15c1377e4abca17c6e29c19316d453103f298e5d4e64dd1ff90847cbb1c0e2b,2,356820.651,75,2025-07-08
60b5e07742c3bef13b88e510ee43603b3e54611e6d4111e081413e3fa584589e,2,356793.712,41,2025-07-08
ec662caaee8accdf1b5c320b633c7a3fb53269b5ae56c628eb39c7f11ac4125e,1,356479.19999999995,23,2025-07-08
3d039128a0aa1164dab74f516d693f47fc345b4d4bbeb9220b54c736c9abe51b,4,356198.326,80,2025-07-08
8a5bda8e68fb664bfd2dbc7772972273dcb212b9fc93dacf09a9c825182657d8,1,356133.789,63,2025-07-08
ac506cc6eae7ab58a2bca8cf2d0578fc7fdcd03e1c574eb4f243dcba8599c68c,1,356071.254,46,2025-07-08
c39e3b02bced111b71c14cbbdb12523dc8c115ac35af7c786a9648690126466d,1,355329.92,40,2025-07-08
6987b0074371fd18da791502325dede953842b07cec58068640b45b6410d9368,1,355262.149,64,2025-07-08
aeb019c9470137806c383c7e4939767894b64c2a75b48b8d4dbc498738ac0435,2,355220.272,25,2025-07-08
8326da6c4ddc25fe8900905515228803672805394748e1b9028b8359ae5de15d,1,355167.38399999996,34,2025-07-08
e18d7039de6737961887eb4ccb623b483e26de0a84953f2feb7ec7f1ac4a203e,4,355106.433,94,2025-07-08
32a2e93f43064e72e810daf1167dadc5adba58d9bfec53957a6e7b8510898aba,1,354998.787,40,2025-07-08
e9198020d48cd38d87a994e50d39fb924f371322f6d11d230c8f08108f530c20,1,354723.644,94,2025-07-08
adab3e80ca59062c423c3cf6d5b1c2273389ee367e29486a090957040905b04a,1,354659.184,40,2025-07-08
a632c65d91ccd7e9be2e6e9f76e737b70773bf59635ee73092700d5114c82e99,1,354258.212,26,2025-07-08
c420c502ffe48b8ecc6e5f16662bce12aa5fda0295fc6145e0155299f4e9283d,1,353591.81,94,2025-07-08
261c38591f703ed67617c36d94896f49a0da377dca74195eeca8d02505f6d44e,2,353396.263,46,2025-07-08
3d1a220a4e7a4004798ff7dfbb1caddfca8dbf8becf867b59b4917af694adbaa,3,353118.337,29,2025-07-08
eae15eb1fb7f99221be345c321401eec480071828aaa84291c179d1eac4e37a8,1,352985.204,26,2025-07-08
723af7e92431b01d4324a3b44c60640fd80883b4ac9664ff364673b21c4b8e23,1,352937.706,73,2025-07-08
d00c35d81f2cf888509b77d90d69ba35a5afac1cb5b328690c391c7a1f5c1c00,3,352905.773,96,2025-07-08
8d9d26acb0b90d61e9a6611668576d94495a6133c8a73139c25f3039c55dcb65,2,352902.836,77,2025-07-08
9c99ef53713d84685da232acad3c43a929c05dce8c866462d4579ea75767764f,1,352786.984,96,2025-07-08
309782bcf67b6988c0ab87ff9e2b3853b04f36e32ecd0dd64051870b07347293,1,352620.73,44,2025-07-08
74b13b1a9eeceb894ceeb26591055e38a2fa666c326eff67e2a77429c5e36674,2,352610.797,49,2025-07-08
f14270b2b2a6d042251d4d78fb6d575ad27e9e75ccf1ce72c90b19b9b79bceab,2,352271.359,78,2025-07-08
f4746d8433f54bbc1bc565e38e6bc00aaf6a7c004b6af615ae1659088caee48a,1,351975.206,34,2025-07-08
cd5151d60bc9144a107e6aa039b17bb3371deb8a1331c5c727a834202f837f09,2,351574.487,78,2025-07-08
0ea91815d93213fb0e4000ae2ece6486818e5c02b3ee3411d19ba2154a59d46c,1,351016.072,30,2025-07-08
eaefa0d5e48d8914c026d91d5b3748da7b40427bb3a76a73415845d59af07689,1,351004.027,50,2025-07-08
9453a88a155d3843abe2ff9a9fd1885f20082fd4dc46a2e2af61fc947bab6752,1,350716.52,31,2025-07-08
9974a528648b796d54f475e7c8aefc70ac1e47a836f81c38a76410fdd29557e0,1,350123.466,78,2025-07-08
eecd9cd97b69b63ca700e6e6b842f987c975b41852ebd0d30d6597e6d03efc53,1,350114.27,85,2025-07-08
edaa5800354962d89e90cf70e265fff8fbc2756f3b2cc5a1816d4141ffa78359,1,349957.87200000003,45,2025-07-08
928e481352384bd8c2afddbd57ac9af56d1d5343cb3ecf9f0f87c50427a003bc,8,349625.364,98,2025-07-08
9f77cb17a8fa7e5d94055949b55bf5539c84d39df7af13388b0b539ff6d3835a,2,349422.678,60,2025-07-08
f85802f41baac5da167b51dec88263b5b88d355227b066e51f7a0eefcf1523dd,6,349407.487,82,2025-07-08
07c61570d56037771aaa30cde39f8bc7f1594af11a2000f3e8696e376359c554,1,349393.352,43,2025-07-08
9ae6595d52afdfd55aff2875376be964054af44bd6fe978fc2532a03fe109eee,3,349269.151,98,2025-07-08
f23795a176c3dbe147b8a95da6c898e6dbf8287737ad928d64d584e07823a0db,2,349044.52,46,2025-07-08
869733027230497896609bc099a257d7a54fe09fd945470dd00482d2c2491ada,4,348805.116,60,2025-07-08
bbe9e0a937b7291d07f5b181a730e4caa091a9de802ec10f885779c4ffeb51a8,1,348759.576,77,2025-07-08
6bcca8f8d5e262582e03c5f1b6219baf188717290df1602002c783465b185fd2,2,348634.176,44,2025-07-08
d19c8e355a55db82a1a2b327d80639c6f817dc8f98e2a999d9f7c3868e9a4f71,1,348352.147,45,2025-07-08
073a88290d2adbe0df5f8819ad3ee976e93bd6dbf9d8adbb10befc4b5e7250af,1,348161.781,67,2025-07-08
7be3efcfb0806367f7b0ed608b004d66f0817f0a085faf170ba5c3b7ae721e2b,1,347054.026,64,2025-07-08
35c95ba0e800164df58336a0dd4cdae080cf2576f27202db3f96966b3d12e25a,3,346775.748,67,2025-07-08
0b809477e5e4e20daefd70595dc29260504b71382355e8081ef2712630914d0a,1,346609.582,25,2025-07-08
0f0b5381caf48d2b49d74e5a99df86de5fe9482a77a60643f350a048bca5a945,12,346222.49199999997,83,2025-07-08
5aacced2dd4022f7c31bf021509d38a93f03dc4b3c5d3b0bb5569a9e30c9117c,8,346073.706,98,2025-07-08
dd0436e8ba033328344ba7c31e9a59281c05cadae059d49a16903e5b8d15d091,2,345975.322,73,2025-07-08
0f245b66f8302f99e101d8f6d18e2ddaec2a603199fc7981f387cdcab231024b,2,345962.419,92,2025-07-08
af79daaa79885d9f5a58512924b98f2137afd63f32414b90957b57b74da584d9,1,345708.374,79,2025-07-08
390eceb9849af5afd00ed70a14efce4f5364f7d018b7db305eeee1044517c6cc,8,345342.49199999997,98,2025-07-08
37bfaa642406e17fc52fe1a22a3e254d32357e61176d32a034227ec4e3dc4cf6,1,345341.887,77,2025-07-08
b1d4060a6a0ced2971ccccb5bff112d2bd21970683a9af49db780a408ce78920,3,345060.22099999996,75,2025-07-08
573842ee6ba4c06ba4ae57b8106fcc03ba45c27e30b1a5ab83456498eab91bb0,1,345028.805,42,2025-07-08
31fcf449062f443f7d7dbec945e49fa345f3cd41aee2a31a91f238c00c3097e9,2,344921.896,94,2025-07-08
3abfe6917be242abfc5877029ae7b951895da01061444d857cda9637aca76858,1,344865.136,20,2025-07-08
0c72497b01bf4da5ae93ccbd38afec60a6ba3e704f53762bb4de038b9f3d8de4,2,344699.652,43,2025-07-08
96498e24044569171391e761eb0db4af863e9e5d7352844c691ac69a24a99e2e,36,344691.853,96,2025-07-08
30442b7da396573088256e2980129c07e105155744ef5a63bac89e3d401a6654,1,344644.52,44,2025-07-08
c56d8a9229e4d01de94a57b1cfd1bad5ff8475683ad4e6f304205becf139a0ac,13,344484.283,94,2025-07-08
ef83b9e266789bd44f57e6bafc741ececaf5317c86380bc4f92df7a90a1c4946,1,344476.055,53,2025-07-08
